POLY,1
OUT,1410
40521640.9866,3257024.7051
40521651.3602,3257032.3859
40521672.8406,3257049.9867
40521685.3563,3257050.3564
40521702.1447,3257069.7585
40521702.9236,3257071.0039
40521708.3599,3257078.6419
40521710.8023,3257082.0735
40521712.3898,3257088.106
40521712.6015,3257098.4777
40521712.7159,3257103.2771
40521713.0196,3257116.0372
40521713.0249,3257116.2577
40521713.4678,3257134.4311
40521714.2598,3257135.5172
40521720.0152,3257143.4093
40521721.7019,3257145.7237
40521724.566,3257149.6535
40521730.3868,3257157.6968
40521733.2392,3257163.4595
40521734.9823,3257166.4331
40521736.8374,3257169.5978
40521737.8679,3257175.5518
40521743.8277,3257195.6911
40521745.8871,3257206.2983
40521746.5548,3257220.219
40521746.2591,3257225.4104
40521745.8333,3257232.8863
40521744.2458,3257241.4588
40521743.6107,3257247.703
40521743.6107,3257256.0638
40521744.1309,3257266.6756
40521744.14,3257266.8589
40521745.8333,3257273.6322
40521746.2566,3257278.5005
40521744.8808,3257282.8397
40521743.4509,3257284.3431
40521740.2631,3257291.9205
40521739.6335,3257294.0194
40521738.2502,3257298.6313
40521736.8239,3257309.1167
40521736.5724,3257315.0725
40521738.9541,3257324.009
40521742.9757,3257331.7348
40521748.1617,3257338.2965
40521755.6758,3257346.9748
40521763.6133,3257355.759
40521771.6566,3257364.014
40521773.0078,3257365.2632
40521777.2659,3257369.1999
40521789.9659,3257375.5499
40521793.2512,3257377.4108
40521805.1001,3257384.1224
40521813.9901,3257389.0966
40521818.2573,3257391.8969
40521820.7634,3257393.5416
40521824.2559,3257398.8333
40521825.9492,3257402.7491
40521826.7142,3257405.0016
40521827.8542,3257408.3583
40521827.9602,3257413.7558
40521822.9813,3257441.6639
40521823.2009,3257449.1819
40521825.1669,3257459.5396
40521826.9012,3257464.326
40521828.1345,3257470.1907
40521833.9386,3257483.0555
40521837.6982,3257489.4964
40521837.7102,3257489.5169
40521839.7195,3257494.5079
40521840.2253,3257495.5013
40521840.7451,3257496.6443
40521843.1407,3257504.6075
40521842.9787,3257510.6745
40521840.2097,3257518.0913
40521835.7242,3257523.7982
40521831.5017,3257529.1705
40521828.95,3257531.3885
40521826.5453,3257532.3233
40521824.7657,3257533.7247
40521821.8334,3257537.7929
40521819.1183,3257546.8961
40521818.6428,3257548.6136
40521818.7447,3257550.2433
40521819.096,3257552.1975
40521819.2629,3257553.1263
40521820.314,3257558.975
40521817.7221,3257567.9333
40521809.8972,3257580.5992
40521802.9399,3257593.4689
40521801.5217,3257596.0924
40521792.2991,3257613.1523
40521789.1393,3257621.3731
40521790.966,3257633.8102
40521794.2733,3257640.2925
40521799.1681,3257645.055
40521800.3259,3257645.5233
40521803.4579,3257646.7902
40521810.9421,3257649.8175
40521817.2491,3257654.8744
40521825.0321,3257661.1146
40521825.9649,3257661.9831
40521836.3422,3257671.6457
40521843.8303,3257685.92
40521844.8088,3257687.7853
40521848.513,3257698.3687
40521848.7745,3257700.2799
40521849.8714,3257708.2962
40521850.2327,3257710.9364
40521848.6187,3257724.2643
40521847.2546,3257735.5282
40521840.3928,3257758.935
40521838.5945,3257761.4151
40521833.1072,3257766.7814
40521828.1406,3257771.6383
40521827.7933,3257771.978
40521827.7073,3257772.0621
40521827.9068,3257772.1912
40521830.0456,3257773.5751
40521832.9615,3257775.4618
40521833.0068,3257775.4164
40521838.7411,3257769.6822
40521843.1159,3257765.4451
40521843.2131,3257765.3509
40521846.2843,3257762.0521
40521847.4262,3257760.0541
40521850.0279,3257749.6467
40521853.3906,3257736.4002
40521853.9438,3257734.2215
40521855.4879,3257717.2902
40521855.8131,3257713.725
40521855.7444,3257712.6557
40521854.9792,3257700.752
40521851.2026,3257685.7099
40521844.3881,3257672.9348
40521838.4385,3257666.1532
40521834.6268,3257661.8085
40521825.2554,3257651.5962
40521806.0057,3257640.7611
40521799.4725,3257635.5373
40521797.3257,3257631.4823
40521796.9086,3257627.3081
40521797.252,3257618.5173
40521799.2365,3257615.7391
40521804.3959,3257607.7222
40521816.9372,3257586.0528
40521823.9047,3257571.0857
40521825.9065,3257564.939
40521826.9383,3257560.494
40521826.0795,3257549.0617
40521825.5891,3257544.9365
40521826.9383,3257541.7615
40521835.3522,3257533.3477
40521841.5434,3257527.3152
40521848.211,3257518.8221
40521850.5129,3257507.1539
40521850.3677,3257505.7755
40521849.8779,3257501.1214
40521846.8955,3257494.8669
40521844.1627,3257489.1358
40521837.8124,3257478.8515
40521835.1934,3257474.6101
40521831.8153,3257462.2876
40521829.3492,3257451.4606
40521828.9561,3257440.8657
40521831.0658,3257425.3975
40521832.9709,3257413.9675
40521832.2565,3257406.9824
40521831.2967,3257403.3717
40521830.5896,3257400.7118
40521824.5571,3257391.2662
40521819.7153,3257386.8212
40521815.138,3257384.321
40521810.2696,3257381.6618
40521794.3152,3257373.0893
40521782.2502,3257365.2311
40521773.3056,3257358.924
40521769.8677,3257356.4999
40521754.4663,3257339.2286
40521745.4201,3257326.5754
40521742.8008,3257316.6535
40521742.0069,3257309.1129
40521742.3245,3257304.8266
40521744.4676,3257297.7622
40521747.2981,3257291.9378
40521751.2379,3257283.8307
40521750.4284,3257275.5536
40521749.1519,3257267.4697
40521748.8089,3257265.2973
40521748.3592,3257254.5909
40521747.4826,3257248.6275
40521748.2181,3257241.7631
40521748.5764,3257239.6803
40521749.9114,3257231.9206
40521750.6522,3257223.4539
40521750.8639,3257213.9288
40521748.7472,3257200.2763
40521742.0798,3257177.3104
40521737.6348,3257162.1762
40521736.7464,3257160.735
40521735.3268,3257157.7196
40521733.7755,3257154.425
40521727.8452,3257141.8297
40521723.2942,3257130.8495
40521721.7312,3257120.7281
40521717.9496,3257096.2419
40521716.5283,3257089.6467
40521714.586,3257080.6341
40521712.1652,3257076.4818
40521709.7454,3257072.3311
40521704.2498,3257064.5341
40521700.1675,3257059.9541
40521695.1278,3257053.7591
40521694.5605,3257053.0618
40521692.0514,3257050.5542
40521700.9711,3257050.8176
40521701.8876,3257051.1089
40521701.9738,3257051.1189
40521703.2421,3257051.1585
40521714.4569,3257051.5087
40521716.1981,3257051.2438
40521729.062,3257049.2862
40521742.0796,3257047.2225
40521761.4471,3257042.6187
40521766.8688,3257040.0582
40521784.4852,3257036.0547
40521826.0912,3257022.8925
40521837.5674,3257018.2641
40521846.2467,3257017.0969
40521850.6629,3257017.0533
40521866.7614,3257016.8941
40521871.8171,3257016.526
40521874.6005,3257016.3233
40521875.9352,3257016.1059
40521876.9246,3257016.1917
40521892.184,3257018.0563
40521896.4496,3257016.1355
40521899.2818,3257014.3207
40521901.8976,3257011.0382
40521906.7337,3257011.0008
40521911.2006,3257011.4006
40521915.2914,3257012.9587
40521955.7042,3257036.3831
40521958.9826,3257040.1185
40521968.7393,3257047.1018
40521972.848,3257051.883
40521973.2085,3257053.5561
40521973.221,3257059.4698
40521974.1333,3257064.6315
40521976.1061,3257069.598
40521978.5372,3257072.9755
40521981.5845,3257074.903
40521997.7785,3257081.3652
40522014.7187,3257085.1916
40522024.5847,3257086.5481
40522027.2523,3257086.9149
40522039.1562,3257086.598
40522042.7881,3257086.5012
40522048.799,3257086.887
40522050.365,3257086.9876
40522063.8681,3257089.3771
40522071.9122,3257091.5277
40522078.0854,3257093.1782
40522084.476,3257095.404
40522117.8525,3257117.9588
40522120.6408,3257120.8697
40522147.0146,3257145.7033
40522151.6554,3257153.1089
40522158.6404,3257161.5227
40522165.4666,3257171.2065
40522173.5288,3257177.232
40522175.2512,3257178.6151
40522184.1546,3257185.7646
40522184.6553,3257186.0347
40522199.0558,3257195.305
40522199.5979,3257195.654
40522216.1079,3257202.3215
40522225.0758,3257204.7898
40522231.5296,3257208.1065
40522276.824,3257222.4329
40522280.0396,3257223.2262
40522284.2437,3257225.4194
40522292.3081,3257229.6266
40522302.6269,3257235.0241
40522304.6426,3257236.0517
40522310.3652,3257238.9691
40522310.7232,3257239.1516
40522319.2957,3257242.3266
40522328.5032,3257242.8028
40522346.2832,3257242.1678
40522368.0321,3257238.0403
40522386.2883,3257233.5953
40522407.4021,3257227.5628
40522424.7059,3257219.3078
40522440.6851,3257212.1335
40522448.0422,3257208.8302
40522466.185,3257199.2253
40522472.331,3257195.9715
40522492.9685,3257185.494
40522504.7008,3257181.0287
40522514.2411,3257177.3977
40522535.5136,3257169.619
40522555.1986,3257163.7452
40522567.4225,3257162.3164
40522598.2968,3257159.3145
40522607.8967,3257160.5945
40522609.9741,3257160.7779
40522624.2168,3257162.0348
40522641.1326,3257162.9025
40522642.9368,3257162.995
40522653.9972,3257164.1362
40522666.6668,3257165.4433
40522685.8616,3257167.4238
40522690.0076,3257167.8515
40522689.9746,3257167.3461
40522691.0524,3257167.7695
40522695.8432,3257169.1599
40522697.4992,3257169.6261
40522697.5574,3257170.7642
40522703.8706,3257183.2131
40522708.3156,3257193.2673
40522712.549,3257202.5806
40522714.3482,3257210.3065
40522715.089,3257222.1598
40522717.4113,3257232.8907
40522717.8383,3257234.8634
40522728.8309,3257255.504
40522733.6594,3257263.2501
40522736.9084,3257265.7538
40522741.8583,3257269.5681
40522745.1512,3257271.4222
40522747.2392,3257274.2991
40522753.9818,3257277.4889
40522764.5138,3257283.6345
40522777.2084,3257288.8465
40522783.9814,3257290.6357
40522798.7216,3257292.9397
40522808.4836,3257296.7399
40522814.9466,3257301.1239
40522817.7336,3257303.5281
40522824.2626,3257311.1451
40522828.7376,3257314.3391
40522836.9456,3257322.7153
40522846.5296,3257334.1533
40522850.7466,3257341.2035
40522852.5286,3257346.4325
40522856.0186,3257354.7445
40522860.8394,3257362.2817
40522860.9144,3257364.4317
40522859.1044,3257366.6857
40522860.2366,3257368.1221
40522861.6744,3257369.2357
40522863.8594,3257373.3547
40522867.9042,3257384.6149
40522867.6352,3257395.7109
40522868.2908,3257398.7667
40522869.4572,3257400.9059
40522872.6848,3257406.6527
40522881.2402,3257424.2467
40522884.2704,3257432.1103
40522884.1756,3257438.4602
40522887.0197,3257452.2019
40522890.4353,3257464.8868
40522892.5099,3257472.5915
40522895.316,3257478.4948
40522898.5051,3257485.2038
40522906.1459,3257500.6462
40522906.6652,3257501.6957
40522915.6611,3257510.0301
40522932.3816,3257520.4277
40522938.0742,3257525.6465
40522955.7084,3257550.1271
40522969.0484,3257564.4478
40522971.0913,3257567.8417
40522977.5736,3257585.5688
40522981.3583,3257592.0107
40522986.5695,3257605.4126
40522990.3827,3257613.4561
40522995.0362,3257623.272
40523003.7675,3257639.0148
40523007.5948,3257650.81
40523008.9618,3257662.0985
40523010.7235,3257677.0771
40523010.6668,3257677.2744
40523008.915,3257683.3737
40523009.6378,3257684.9659
40523011.5418,3257688.6662
40523016.4538,3257694.8755
40523023.6763,3257702.4669
40523029.2453,3257708.3203
40523040.5695,3257715.9403
40523042.5848,3257717.0729
40523053.3754,3257723.137
40523071.6845,3257731.392
40523090.5229,3257739.012
40523091.7313,3257739.3041
40523103.2229,3257742.0812
40523125.2364,3257747.4787
40523144.0747,3257749.5954
40523157.0922,3257753.1937
40523166.1939,3257757.1096
40523177.7298,3257764.2004
40523188.4451,3257769.315
40523204.1881,3257776.9005
40523214.8773,3257781.4513
40523221.5916,3257783.2186
40523224.5695,3257783.8841
40523230.4304,3257785.1939
40523236.6761,3257786.5896
40523237.0211,3257784.9901
40523256.5806,3257784.3852
40523263.9724,3257783.9345
40523283.1626,3257788.0301
40523303.9904,3257791.5293
40523314.8208,3257794.0287
40523324.5682,3257803.1931
40523334.9818,3257823.7709
40523343.896,3257841.9329
40523353.8932,3257856.3123
40523371.0218,3257874.1077
40523384.9326,3257889.3837
40523390.6056,3257893.8199
40523399.6579,3257897.2191
40523400.0947,3257897.7469
40523401.7873,3257899.7917
40523407.3833,3257904.5542
40523412.1061,3257908.0864
40523420.8643,3257914.5091
40523421.6311,3257915.0714
40523427.941,3257919.3915
40523428.6577,3257918.4701
40523440.502,3257923.3985
40523451.6259,3257927.7185
40523458.214,3257929.4463
40523463.185,3257929.9986
40523475.7588,3257938.1773
40523485.6734,3257941.1667
40523490.2224,3257941.7079
40523492.3712,3257946.8509
40523492.5966,3257947.3903
40523495.231,3257951.8131
40523500.1942,3257960.0089
40523503.3249,3257963.3335
40523508.1436,3257974.4147
40523510.218,3257978.6726
40523515.9123,3257996.3795
40523516.731,3257998.9254
40523516.3848,3258000.0001
40523515.8716,3258001.5935
40523519.415,3258007.0369
40523529.5968,3258034.0897
40523535.31,3258052.6666
40523536.3105,3258055.9198
40523537.9402,3258061.2187
40523550.4161,3258081.5975
40523559.4984,3258094.7387
40523560.0797,3258095.5797
40523567.1486,3258102.3177
40523569.372,3258103.0849
40523569.7731,3258103.1987
40523571.2626,3258103.6213
40523571.3619,3258103.7775
40523572.2906,3258103.2854
40523574.8554,3258106.8955
40523575.0245,3258107.1986
40523573.9738,3258107.9632
40523580.9812,3258118.9803
40523591.3105,3258131.9239
